	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus
G80563	45.42723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09333999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.05952	0.0	0.0	0.0	0.0	0.16105	0.05039	0.0	0.0
G78494	0.5262899999999999	0.0	0.0	0.0	0.0	0.0	0.67292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017419999999999998	0.0	0.0	0.0	0.0	0.02085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78837	15.19798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07672000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15037	0.0	0.0	0.0	0.0	0.0	0.0	0.02922	0.0	0.0	0.0	0.0	0.08584	0.0	0.0	0.0
G78836	9.02798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00717	0.0	0.0	0.9991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27124000000000004	0.0039299999999999995	0.0	0.0
G80370	25.33948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038399999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.079280000000001	0.03455	0.0	0.0	0.0
G78766	72.55781	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.17196	0.0	0.0	3.7149400000000004	0.0	0.0	0.12758	0.0	0.0	0.0	0.03636	0.0	0.0	0.0	0.008579999999999999	5.7963	0.0	0.37358	0.09607	7.95725	0.0	0.0
G78552	45.9668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.9325600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	1.5345	0.22323	0.0	0.0	0.0
G78883	89.85494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039299999999999995	0.0	0.0	0.0	0.004370000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.74016	0.0	8.44266	0.0	0.0	0.0	0.0	0.0	0.0
G78551	25.161170000000002	0.0	0.015130000000000001	0.0	0.0	0.0	0.0	0.0	0.04024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0412700000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.01608	0.0	0.0	0.0	7.126860000000001	0.15223	0.0	0.0	0.0
G78881	72.03430999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21156	0.00564	0.99326	0.0	0.0	0.0	0.0	0.0	0.0
G78882	56.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05823	0.0	22.061999999999998	0.0	0.0	0.0	2.0403700000000002	0.0	0.0
G80291	27.13161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06267	0.0	0.19952999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65163	0.0	0.0	0.0
G69228	0.32593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.88063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2080899999999999	0.0	0.0	0.0	0.0	0.48826	0.0	0.028860000000000004	1.30409	0.0029100000000000003
G69226	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.98092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18783	0.0	0.0	0.0	0.0	6.04791	0.044739999999999995	0.0	2.4062799999999998	0.0
G80609	4.03927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02016	0.0	0.15709	0.0	0.0	0.038239999999999996	0.0	0.0	0.0	0.0	0.01182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01314	0.0	0.0	0.0	0.0	0.0	0.01564	0.0	0.0
G69218	10.320260000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23986	0.0	0.0	0.0	0.0	0.39931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04879	0.0	0.26695	0.0	2.91359	0.1476	0.00278	0.0	0.21706999999999999
G69238	75.59342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26723	0.0	0.0	0.0	0.0	0.05761	0.11163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35745	0.0	0.04264	0.0	0.03275	0.0	3.08006	0.0	0.0
G80381	2.33396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06804	0.0	0.0	0.0	0.0	0.0	0.06195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77414
G78708	0.3088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01045	0.0	0.0	0.0	0.0	0.0	0.34641	0.0	0.0	0.0	0.0	0.013040000000000001	0.0025	0.00646	0.0	0.18395999999999998
G78776	12.40508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033299999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05292	0.0	0.0	0.0	0.0	0.062310000000000004	0.00483	0.0	0.0
G78633	27.997290000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007409999999999999	0.0	0.0	0.0006900000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018080000000000002	0.0	0.0	0.0	0.21593	0.0	0.0	0.0
G80448	1.7333	0.0	0.0	0.0	0.0	0.0	0.48623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012699999999999999	0.0	0.0	0.0	0.0	0.01342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08645	0.0114	0.0	0.0
G78597	5.1506300000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04566	65.53283	0.0	0.0	0.09576	0.0	0.0	0.0	0.0	0.0	0.10543	0.00447	0.0	0.0	0.0	0.0	0.00469	0.0	0.0	0.0
G80400	0.32726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.2323	0.0	0.0	0.0096	0.0	0.0	0.0	0.0	0.0	0.26929000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41518999999999995
G78896	48.38147	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14751	0.0	0.0	0.0	0.0	0.00526	0.00278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01863	0.0	0.06945	0.0	0.0	0.0	0.0	0.0	0.0
G78596	32.23858	0.0	0.0	0.0	0.3204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00683	0.0	0.0	0.039439999999999996	0.0	0.0	0.0
G80524	27.646009999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00771	0.0	0.0	0.17985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01204	0.0	0.0	0.0021100000000000003	0.0	0.0	0.0
G80276	6.06485	0.0	0.0	0.0	0.0	0.0	0.15696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.07459	0.0	0.0	0.0	0.0	0.0	0.0	0.15439	0.0	0.0	0.0	6.35548	0.00073	0.0	0.0	0.0
G80560	19.49894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7853100000000001	0.00229	0.0	0.0
G78599	3.5882699999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00787	0.0	0.0	0.0	0.0	0.0435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070599999999999994
G78719	2.17591	0.0	0.10199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028789999999999996	0.0	0.00146	0.0	0.0	0.15693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06696	0.00861	0.0	0.0
G78832	47.56922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06545	0.0	0.0	0.25493000000000005	0.0	0.0	0.0
G78720	4.56095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15555	0.0	0.0	0.0	0.0	0.88397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15394000000000002	0.0	0.0	0.53122	0.0	0.0	0.0
G80567	42.92055	0.0	0.0	0.0	0.0	0.0	0.50275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046380000000000005	0.02433	0.0	0.0	0.0	1.8650900000000001	0.0	0.0	0.0
G69173	36.70987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19257	0.5290100000000001	0.0	0.0
G69174	0.475	0.0	0.0	0.0	0.0	0.0	0.5300699999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14327	0.0	0.0	0.0	0.89784	0.0	0.0	0.0
G69225	9.05767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7709599999999996	0.0	0.0	0.36634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01231	0.0	0.0	0.02205	0.10985	0.0	0.0
G78798	30.59892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016640000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97897	0.0	0.0	0.91276	0.0	0.0	0.0	0.0	0.0	0.0	0.013369999999999998	0.0	0.0	0.0	5.97426	0.012459999999999999	2.77928	0.0	0.0
G78799	60.73412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15625	0.0	0.0	0.00969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14818	0.0	0.0	1.66324	0.0	0.0	0.0	0.0	0.0	0.0	1.51861	0.06992999999999999	0.0	0.0	1.8318299999999998	0.04965	1.25185	0.0	0.0
G78810	53.68271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61758	0.0	0.0	2.86743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06961	0.0	0.0	3.33276	0.18386	0.0	0.0	0.0
G80150	46.08718	0.0	0.056389999999999996	0.0	0.0	0.0	0.0	0.0	0.15099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7732	0.0	0.29293	0.0	0.0	0.0	0.02164	0.0	0.0	0.0	0.29571	0.0	18.726370000000003	0.0	4.73539	0.13485	18.448729999999998	0.0	0.0
G80305	3.6071199999999997	0.0	0.0	0.0	0.0	0.0	0.0	17.14496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043769999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98459	0.0	0.0	4.95826	1.2496
G78540	77.44573000000001	0.0	0.0	0.0	0.0	0.0	0.00281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11492999999999999	0.0	0.0	0.0	0.0	0.0	0.19246	0.0	0.0	0.01784	0.0	0.0	0.0	0.0	0.0	0.11238	0.08707000000000001	0.06986	0.84651	0.0	1.99823	0.09344	0.11849000000000001	0.0	0.04205
G80323	1.2916299999999998	0.0	0.0	0.0	0.0	0.0	0.0	8.36567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6229100000000001	0.0	0.0	0.048889999999999996	0.0	0.0	0.02495	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	3.4372300000000005	0.15366	0.0	0.0	0.0
G80457	30.339340000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01031	0.0	0.0	0.0	0.0	0.0	0.0
G80510	3.19466	0.0	0.0	0.0	0.0	0.0	0.0	0.00987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02932	0.0	0.0	0.0	26.92035	0.0	0.0	0.04722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043930000000000004	0.0	0.0	0.0	0.1881	0.0	0.11091	5.09537
G78509	26.346320000000002	0.0	0.0	0.0	0.0	0.0	3.60402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.01772	0.0	0.0	0.0	0.0	0.0	0.0	0.04999	0.0	0.0	0.0	0.0	0.25622	0.0	0.0	0.0
G78517	4.2647699999999995	0.0	0.0	0.0	0.0	0.0	0.90965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44566000000000006	0.0	0.0	0.2599	0.0	0.0	0.0	0.0	0.0	0.0	0.016659999999999998	0.0	0.0	0.0	9.18695	0.61882	0.0	0.0	0.0
G80343	1.1562	0.0	0.0	0.0	0.0	0.0	0.36127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06907999999999999	0.0	0.00164	0.0	0.0	0.03151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77969	0.0	0.00807	0.0	0.08054
G80509	13.289979999999998	0.0	0.0	0.0	0.0	0.24178000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9020200000000003	0.0	0.25590999999999997	0.0	0.0	0.0	0.02543	0.0	0.0
G78602	3.7306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08167	0.0	0.00135	0.0	0.0	0.016819999999999998	0.0	0.0	0.0	0.0	0.0	0.010409999999999999	0.0	0.00203	0.0	0.0	5.26168	0.19527	0.0	0.0	0.13153
G80523	27.04467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06608	0.0	0.0	0.0	0.0	1.53625	0.03236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65166	0.0	0.01369	0.07679	0.012459999999999999	0.0	0.0	0.16195	7.69083	0.0	0.0
G78614	8.14901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01681	0.0	0.0	0.0752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5061399999999999	0.13981
G80515	25.9171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.013319999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.072830000000001	0.0056700000000000006	0.20332999999999998	0.0	0.0	0.0	0.29097	0.0	0.0
G78806	1.3346799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.02518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19569	0.0	0.007940000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17663	0.0	0.0	0.0	0.0	0.0	0.53141	0.07147	0.0	0.0
G78574	7.4241600000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.07992	0.0	0.0	0.0	0.0	0.0	0.09418	0.0	0.0	0.0	0.0	0.0013	0.33541	0.0	0.0	0.0
G78573	1.97002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009609999999999999	0.0	0.0	0.0	0.05699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56955	0.0	0.0	0.0
G80375	0.5562600000000001	0.0	0.0	0.0	0.0	0.0	0.11578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31595	0.12269000000000001	0.0	0.0	0.0
G78625	7.21645	0.0	0.0	0.0	0.0	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05177	0.0	0.0342	0.0	0.0	0.34351	0.0	0.0	0.0	0.0	0.0035299999999999997	0.0	0.0	0.01063	0.0	0.0	0.2295	1.30859	0.0	0.0	0.37135999999999997
G78688	16.497139999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021230000000000002	0.0	0.0	0.0	0.0	0.0	0.13005999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16507	0.0	0.0	2.3014099999999997	0.0	0.0	0.0
G69216	15.02131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.848290000000006	0.0	0.0	0.10903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77635	0.0	0.0	0.0	1.04672
G78777	18.38305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8324600000000001	0.0	0.0	0.046830000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.364470000000004	0.0	0.0	0.0	0.45791000000000004
G80272	1.12384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04517	3.1695599999999997	0.0	0.0	0.0	0.0015300000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.43954	0.0	0.0	0.0	0.0	0.051019999999999996	0.0	0.0	0.043989999999999994
G78492	13.22081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2397400000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01863	0.0	0.0	0.02658	0.0	0.0	0.0	0.0
G69202	34.177440000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85089	0.0	0.0	0.06548999999999999	3.4703699999999995	0.0	0.0	0.12180999999999999	1.8222200000000002	0.0	0.0
